"Centro Nacional de Control de Energia"
"Programa de Generacion de las Unidades representadas por el Generador de Intermediacion (GI) (Calculo ExPost)(No incluye importacion)					"
"Sistema Interconectado Nacional"
"Reporte diario"
"Fecha: 10/jul/2025"
"Archivo descargado desde el Sistema de Informacion del Mercado (Area Publica) creado el 08/sep/2025 01:20:01 hrs."
"Nota: Los acentos de este reporte se omiten intencionalmente por sistema."
"Datos horarios:"
"Codigo"," Hora"," Potencia Media (MW)"
"IXB2U4EFA3WSD8Y","22","          0.188"
"IXB2U4EFA3WSD8Y","23","          0.171"
"IXB2U4EFA3WSD8Y","24","          0.177"
"IXB2U4EJVPL2HE0","1","          0.000"
"IXB2U4EJVPL2HE0","2","          0.000"
"IXB2U4EJVPL2HE0","3","          0.000"
"IXB2U4EJVPL2HE0","4","          0.000"
"IXB2U4EJVPL2HE0","5","          0.000"
"IXB2U4EJVPL2HE0","6","          0.000"
"IXB2U4EJVPL2HE0","7","          0.000"
"IXB2U4EJVPL2HE0","8","          0.000"
"IXB2U4EJVPL2HE0","9","          0.000"
"IXB2U4EJVPL2HE0","10","          0.000"
"IXB2U4EJVPL2HE0","11","          0.000"
"IXB2U4EJVPL2HE0","12","          0.000"
"IXB2U4EJVPL2HE0","13","          0.000"
"IXB2U4EJVPL2HE0","14","          0.000"
"IXB2U4EJVPL2HE0","15","          0.000"
"IXB2U4EJVPL2HE0","16","          0.000"
"IXB2U4EJVPL2HE0","17","          0.000"
"IXB2U4EJVPL2HE0","18","          0.000"
"IXB2U4EJVPL2HE0","19","          0.000"
"IXB2U4EJVPL2HE0","20","          0.000"
"IXB2U4EJVPL2HE0","21","          0.000"
"IXB2U4EJVPL2HE0","22","          0.000"
"IXB2U4EJVPL2HE0","23","          0.000"
"IXB2U4EJVPL2HE0","24","          0.000"
"IXB2U4FETPTBH39","1","          0.000"
"IXB2U4FETPTBH39","2","          0.000"
"IXB2U4FETPTBH39","3","          0.000"
"IXB2U4FETPTBH39","4","          0.000"
"IXB2U4FETPTBH39","5","          0.000"
"IXB2U4FETPTBH39","6","          0.000"
"IXB2U4FETPTBH39","7","          0.000"
"IXB2U4FETPTBH39","8","          0.000"
"IXB2U4FETPTBH39","9","          0.000"
"IXB2U4FETPTBH39","10","          0.000"
"IXB2U4FETPTBH39","11","          0.000"
"IXB2U4FETPTBH39","12","          0.000"
"IXB2U4FETPTBH39","13","          0.000"
"IXB2U4FETPTBH39","14","          0.000"
"IXB2U4FETPTBH39","15","          0.000"
"IXB2U4FETPTBH39","16","          0.000"
"IXB2U4FETPTBH39","17","          0.000"
"IXB2U4FETPTBH39","18","          0.000"
"IXB2U4FETPTBH39","19","          0.000"
"IXB2U4FETPTBH39","20","          0.000"
"IXB2U4FETPTBH39","21","          0.000"
"IXB2U4FETPTBH39","22","          0.000"
"IXB2U4FETPTBH39","23","          0.000"
"IXB2U4FETPTBH39","24","          0.000"
"IXB2U4UVZZKI8HA","1","          0.000"
"IXB2U4UVZZKI8HA","2","          0.000"
"IXB2U4UVZZKI8HA","3","          0.000"
"IXB2U4UVZZKI8HA","4","          0.000"
"IXB2U4UVZZKI8HA","5","          0.000"
"IXB2U4UVZZKI8HA","6","          0.000"
"IXB2U4UVZZKI8HA","7","          0.000"
"IXB2U4UVZZKI8HA","8","          0.000"
"IXB2U4UVZZKI8HA","9","          0.000"
"IXB2U4UVZZKI8HA","10","          0.000"
"IXB2U4UVZZKI8HA","11","          0.000"
"IXB2U4UVZZKI8HA","12","          0.000"
"IXB2U4UVZZKI8HA","13","          0.000"
"IXB2U4UVZZKI8HA","14","          0.000"
"IXB2U4UVZZKI8HA","15","          0.000"
"IXB2U4UVZZKI8HA","16","          0.000"
"IXB2U4UVZZKI8HA","17","          0.000"
"IXB2U4UVZZKI8HA","18","          0.000"
"IXB2U4UVZZKI8HA","19","          0.000"
"IXB2U4UVZZKI8HA","20","          0.000"
"IXB2U4UVZZKI8HA","21","          0.000"
"IXB2U4UVZZKI8HA","22","          0.000"
"IXB2U4UVZZKI8HA","23","          0.000"
"IXB2U4UVZZKI8HA","24","          0.000"
"IXB2U4X39M8GRLE","1","          0.000"
"IXB2U4X39M8GRLE","2","          0.000"
"IXB2U4X39M8GRLE","3","          0.000"
"IXB2U4X39M8GRLE","4","          0.000"
"IXB2U4X39M8GRLE","5","          0.000"
"IXB2U4X39M8GRLE","6","          0.000"
"IXB2U4X39M8GRLE","7","          0.000"
"IXB2U4X39M8GRLE","8","          5.582"
"IXB2U4X39M8GRLE","9","         72.267"
"IXB2U4X39M8GRLE","10","        103.175"
"IXB2U4X39M8GRLE","11","        114.166"
"IXB2U4X39M8GRLE","12","         86.243"
"IXB2U4X39M8GRLE","13","        112.770"
"IXB2U4X39M8GRLE","14","        117.956"
"IXB2U4X39M8GRLE","15","        115.403"
"IXB2U4X39M8GRLE","16","        111.421"
"IXB2U4X39M8GRLE","17","        104.704"
"IXB2U4X39M8GRLE","18","         95.855"
"IXB2U4X39M8GRLE","19","         79.510"
"IXB2U4X39M8GRLE","20","         34.699"
"IXB2U4X39M8GRLE","21","          0.000"
"IXB2U4X39M8GRLE","22","          0.000"
"IXB2U4X39M8GRLE","23","          0.000"
"IXB2U4X39M8GRLE","24","          0.000"
"IXB2U5BH8TUFWBG","1","          1.258"
"IXB2U5BH8TUFWBG","2","          1.648"
"IXB2U5BH8TUFWBG","3","          5.825"
"IXB2U5BH8TUFWBG","4","          2.728"
"IXB2U5BH8TUFWBG","5","          2.212"
"IXB2U5BH8TUFWBG","6","          0.220"
"IXB2U5BH8TUFWBG","7","          0.313"
"IXB2U5BH8TUFWBG","8","          0.144"
"IXB2U5BH8TUFWBG","9","          0.059"
"IXB2U5BH8TUFWBG","10","          0.217"
"IXB2U5BH8TUFWBG","11","          0.161"
"IXB2U5BH8TUFWBG","12","          6.716"
"IXB2U5BH8TUFWBG","13","          7.650"
"IXB2U5BH8TUFWBG","14","         10.190"
"IXB2U5BH8TUFWBG","15","          7.148"
"IXB2U5BH8TUFWBG","16","          3.811"
"IXB2U5BH8TUFWBG","17","          4.253"
"IXB2U5BH8TUFWBG","18","          5.000"
"IXB2U5BH8TUFWBG","19","          4.455"
"IXB2U5BH8TUFWBG","20","          2.180"
"IXB2U5BH8TUFWBG","21","          0.621"
"IXB2U5BH8TUFWBG","22","          1.455"
"IXB2U5BH8TUFWBG","23","          3.783"
"IXB2U5BH8TUFWBG","24","          8.567"
"IXB2U5E3DJZQ1C2","1","          0.000"
"IXB2U5E3DJZQ1C2","2","          0.000"
"IXB2U5E3DJZQ1C2","3","          0.000"
"IXB2U5E3DJZQ1C2","4","          0.000"
"IXB2U5E3DJZQ1C2","5","          0.000"
"IXB2U5E3DJZQ1C2","6","          0.000"
"IXB2U5E3DJZQ1C2","7","          0.000"
"IXB2U5E3DJZQ1C2","8","          0.000"
"IXB2U5E3DJZQ1C2","9","          0.000"
"IXB2U5E3DJZQ1C2","10","          0.000"
"IXB2U5E3DJZQ1C2","11","          0.000"
"IXB2U5E3DJZQ1C2","12","          0.000"
"IXB2U5E3DJZQ1C2","13","          0.000"
"IXB2U5E3DJZQ1C2","14","          0.000"
"IXB2U5E3DJZQ1C2","15","          0.000"
"IXB2U5E3DJZQ1C2","16","          0.000"
"IXB2U5E3DJZQ1C2","17","          0.000"
"IXB2U5E3DJZQ1C2","18","          0.000"
"IXB2U5E3DJZQ1C2","19","          0.000"
"IXB2U5E3DJZQ1C2","20","          0.000"
"IXB2U5E3DJZQ1C2","21","          0.000"
"IXB2U5E3DJZQ1C2","22","          0.000"
"IXB2U5E3DJZQ1C2","23","          0.000"
"IXB2U5E3DJZQ1C2","24","          0.000"
"IXB2U5GVRIRVZ1Y","1","          0.000"
"IXB2U5GVRIRVZ1Y","2","          0.000"
"IXB2U5GVRIRVZ1Y","3","          0.000"
"IXB2U5GVRIRVZ1Y","4","          0.000"
"IXB2U5GVRIRVZ1Y","5","          0.000"
"IXB2U5GVRIRVZ1Y","6","          0.000"
"IXB2U5GVRIRVZ1Y","7","          0.000"
"IXB2U5GVRIRVZ1Y","8","          0.000"
"IXB2U5GVRIRVZ1Y","9","          0.000"
"IXB2U5GVRIRVZ1Y","10","          0.000"
"IXB2U5GVRIRVZ1Y","11","          0.000"
"IXB2U5GVRIRVZ1Y","12","          0.000"
"IXB2U5GVRIRVZ1Y","13","          0.000"
"IXB2U5GVRIRVZ1Y","14","          0.000"
"IXB2U5GVRIRVZ1Y","15","          0.000"
"IXB2U5GVRIRVZ1Y","16","          0.000"
"IXB2U5GVRIRVZ1Y","17","          0.000"
"IXB2U5GVRIRVZ1Y","18","          0.000"
"IXB2U5GVRIRVZ1Y","19","          0.000"
"IXB2U5GVRIRVZ1Y","20","          0.000"
"IXB2U5GVRIRVZ1Y","21","          0.000"
"IXB2U5GVRIRVZ1Y","22","          0.000"
"IXB2U5GVRIRVZ1Y","23","          0.000"
"IXB2U5GVRIRVZ1Y","24","          0.000"
"IXB2U5GZP8CET85","1","          3.506"
"IXB2U5GZP8CET85","2","          3.761"
"IXB2U5GZP8CET85","3","          3.902"
"IXB2U5GZP8CET85","4","          4.045"
"IXB2U5GZP8CET85","5","          4.138"
"IXB2U5GZP8CET85","6","          4.212"
"IXB2U5GZP8CET85","7","          3.480"
"IXB2U5GZP8CET85","8","          2.992"
"IXB2U5GZP8CET85","9","          2.994"
"IXB2U5GZP8CET85","10","          2.968"
"IXB2U5GZP8CET85","11","          2.969"
"IXB2U5GZP8CET85","12","          2.912"
"IXB2U5GZP8CET85","13","          2.821"
"IXB2U5GZP8CET85","14","          2.220"
"IXB2U5GZP8CET85","15","          2.267"
"IXB2U5GZP8CET85","16","          1.150"
"IXB2U5GZP8CET85","17","          1.550"
"IXB2U5GZP8CET85","18","          1.822"
"IXB2U5GZP8CET85","19","          1.453"
"IXB2U5GZP8CET85","20","          2.183"
"IXB2U5GZP8CET85","21","          2.203"
"IXB2U5GZP8CET85","22","          2.277"
"IXB2U5GZP8CET85","23","          2.468"
"IXB2U5GZP8CET85","24","          2.505"
"IXB2U5UQM27TVCK","1","          0.000"
"IXB2U5UQM27TVCK","2","          0.000"
"IXB2U5UQM27TVCK","3","          0.000"
"IXB2U5UQM27TVCK","4","          0.000"
"IXB2U5UQM27TVCK","5","          0.000"
"IXB2U5UQM27TVCK","6","          0.000"
"IXB2U5UQM27TVCK","7","          0.000"
"IXB2U5UQM27TVCK","8","          0.000"
"IXB2U5UQM27TVCK","9","          0.000"
"IXB2U5UQM27TVCK","10","          0.000"
"IXB2U5UQM27TVCK","11","          0.000"
"IXB2U5UQM27TVCK","12","          0.000"
"IXB2U5UQM27TVCK","13","          0.000"
"IXB2U5UQM27TVCK","14","          0.000"
"IXB2U5UQM27TVCK","15","          0.000"
"IXB2U5UQM27TVCK","16","          0.000"
"IXB2U5UQM27TVCK","17","          0.000"
"IXB2U5UQM27TVCK","18","          0.000"
"IXB2U5UQM27TVCK","19","          0.000"
"IXB2U5UQM27TVCK","20","          0.000"
"IXB2U5UQM27TVCK","21","          0.000"
"IXB2U5UQM27TVCK","22","          0.000"
"IXB2U5UQM27TVCK","23","          0.000"
"IXB2U5UQM27TVCK","24","          0.000"
"IXB2U62NI95TH5T","1","          0.000"
"IXB2U62NI95TH5T","2","          0.000"
"IXB2U62NI95TH5T","3","          0.000"
"IXB2U62NI95TH5T","4","          0.000"
"IXB2U62NI95TH5T","5","          0.000"
"IXB2U62NI95TH5T","6","          0.000"
"IXB2U62NI95TH5T","7","          0.000"
"IXB2U62NI95TH5T","8","          0.000"
"IXB2U62NI95TH5T","9","          0.000"
"IXB2U62NI95TH5T","10","          0.000"
"IXB2U62NI95TH5T","11","          0.000"
"IXB2U62NI95TH5T","12","          0.000"
"IXB2U62NI95TH5T","13","          0.000"
"IXB2U62NI95TH5T","14","          0.000"
"IXB2U62NI95TH5T","15","          0.000"
"IXB2U62NI95TH5T","16","          0.000"
"IXB2U62NI95TH5T","17","          0.000"
"IXB2U62NI95TH5T","18","          0.000"
"IXB2U62NI95TH5T","19","          0.000"
"IXB2U62NI95TH5T","20","          0.000"
"IXB2U62NI95TH5T","21","          0.000"
"IXB2U62NI95TH5T","22","          0.000"
"IXB2U62NI95TH5T","23","          0.000"
"IXB2U62NI95TH5T","24","          0.000"
"IXB2U6B98NT9QDL","1","         88.089"
"IXB2U6B98NT9QDL","2","         82.623"
"IXB2U6B98NT9QDL","3","         46.568"
"IXB2U6B98NT9QDL","4","         30.199"
"IXB2U6B98NT9QDL","5","         45.436"
"IXB2U6B98NT9QDL","6","         24.566"
"IXB2U6B98NT9QDL","7","          8.906"
"IXB2U6B98NT9QDL","8","         25.634"
"IXB2U6B98NT9QDL","9","         52.978"
"IXB2U6B98NT9QDL","10","         63.831"
"IXB2U6B98NT9QDL","11","         43.400"
"IXB2U6B98NT9QDL","12","         51.604"
"IXB2U6B98NT9QDL","13","         53.583"
"IXB2U6B98NT9QDL","14","         66.240"
"IXB2U6B98NT9QDL","15","         66.753"
"IXB2U6B98NT9QDL","16","         63.598"
"IXB2U6B98NT9QDL","17","         65.990"
"IXB2U6B98NT9QDL","18","         60.972"
"IXB2U6B98NT9QDL","19","         36.712"
"IXB2U6B98NT9QDL","20","         25.178"
"IXB2U6B98NT9QDL","21","         38.951"
"IXB2U6B98NT9QDL","22","         17.953"
"IXB2U6B98NT9QDL","23","          3.373"
"IXB2U6B98NT9QDL","24","         28.580"
"IXB2U6EPBDY73Z5","1","          0.000"
"IXB2U6EPBDY73Z5","2","          0.000"
"IXB2U6EPBDY73Z5","3","          0.000"
"IXB2U6EPBDY73Z5","4","          0.000"
"IXB2U6EPBDY73Z5","5","          0.000"
"IXB2U6EPBDY73Z5","6","          0.000"
"IXB2U6EPBDY73Z5","7","          0.000"
"IXB2U6EPBDY73Z5","8","          0.000"
"IXB2U6EPBDY73Z5","9","          0.000"
"IXB2U6EPBDY73Z5","10","          0.000"
"IXB2U6EPBDY73Z5","11","          0.000"
"IXB2U6EPBDY73Z5","12","          0.000"
"IXB2U6EPBDY73Z5","13","          0.000"
"IXB2U6EPBDY73Z5","14","          0.000"
"IXB2U6EPBDY73Z5","15","          0.000"
"IXB2U6EPBDY73Z5","16","          0.000"
"IXB2U6EPBDY73Z5","17","          0.000"
"IXB2U6EPBDY73Z5","18","          0.000"
"IXB2U6EPBDY73Z5","19","          0.000"
"IXB2U6EPBDY73Z5","20","          0.000"
"IXB2U6EPBDY73Z5","21","          0.000"
"IXB2U6EPBDY73Z5","22","          0.000"
"IXB2U6EPBDY73Z5","23","          0.000"
"IXB2U6EPBDY73Z5","24","          0.000"
"IXB2U6KITWM4MNT","1","          0.000"
"IXB2U6KITWM4MNT","2","          0.000"
"IXB2U6KITWM4MNT","3","          0.000"
"IXB2U6KITWM4MNT","4","          0.000"
"IXB2U6KITWM4MNT","5","          0.000"
"IXB2U6KITWM4MNT","6","          0.000"
"IXB2U6KITWM4MNT","7","          0.000"
"IXB2U6KITWM4MNT","8","          0.000"
"IXB2U6KITWM4MNT","9","          0.000"
"IXB2U6KITWM4MNT","10","          0.000"
"IXB2U6KITWM4MNT","11","          0.000"
"IXB2U6KITWM4MNT","12","          0.000"
"IXB2U6KITWM4MNT","13","          0.000"
"IXB2U6KITWM4MNT","14","          0.000"
"IXB2U6KITWM4MNT","15","          0.000"
"IXB2U6KITWM4MNT","16","          0.000"
"IXB2U6KITWM4MNT","17","          0.000"
"IXB2U6KITWM4MNT","18","          0.000"
"IXB2U6KITWM4MNT","19","          0.000"
"IXB2U6KITWM4MNT","20","          0.000"
"IXB2U6KITWM4MNT","21","          0.000"
"IXB2U6KITWM4MNT","22","          0.000"
"IXB2U6KITWM4MNT","23","          0.000"
"IXB2U6KITWM4MNT","24","          0.000"
"IXB2U6VT7497V8B","1","         13.560"
"IXB2U6VT7497V8B","2","         13.560"
"IXB2U6VT7497V8B","3","         13.560"
"IXB2U6VT7497V8B","4","         13.560"
"IXB2U6VT7497V8B","5","         13.560"
"IXB2U6VT7497V8B","6","         13.560"
"IXB2U6VT7497V8B","7","         13.560"
"IXB2U6VT7497V8B","8","         13.560"
"IXB2U6VT7497V8B","9","         13.560"
"IXB2U6VT7497V8B","10","         13.560"
"IXB2U6VT7497V8B","11","         13.560"
"IXB2U6VT7497V8B","12","         13.560"
"IXB2U6VT7497V8B","13","         13.560"
"IXB2U6VT7497V8B","14","         13.560"
"IXB2U6VT7497V8B","15","         13.560"
"IXB2U6VT7497V8B","16","         13.565"
"IXB2U6VT7497V8B","17","         13.562"
"IXB2U6VT7497V8B","18","         13.565"
"IXB2U6VT7497V8B","19","         13.564"
"IXB2U6VT7497V8B","20","         13.560"
"IXB2U6VT7497V8B","21","         13.561"
"IXB2U6VT7497V8B","22","         13.560"
"IXB2U6VT7497V8B","23","         13.560"
"IXB2U6VT7497V8B","24","         13.560"
"IXB2U7DL5C2DR3K","1","          0.000"
"IXB2U7DL5C2DR3K","2","          0.000"
"IXB2U7DL5C2DR3K","3","          0.000"
"IXB2U7DL5C2DR3K","4","          0.000"
"IXB2U7DL5C2DR3K","5","          0.000"
"IXB2U7DL5C2DR3K","6","          0.000"
"IXB2U7DL5C2DR3K","7","          0.000"
"IXB2U7DL5C2DR3K","8","          0.000"
"IXB2U7DL5C2DR3K","9","          0.000"
"IXB2U7DL5C2DR3K","10","          0.000"
"IXB2U7DL5C2DR3K","11","          0.000"
"IXB2U7DL5C2DR3K","12","          0.000"
"IXB2U7DL5C2DR3K","13","          0.000"
"IXB2U7DL5C2DR3K","14","          0.000"
"IXB2U7DL5C2DR3K","15","          0.000"
"IXB2U7DL5C2DR3K","16","          0.000"
"IXB2U7DL5C2DR3K","17","          0.000"
"IXB2U7DL5C2DR3K","18","          0.000"
"IXB2U7DL5C2DR3K","19","          0.000"
"IXB2U7DL5C2DR3K","20","          0.000"
"IXB2U7DL5C2DR3K","21","          0.000"
"IXB2U7DL5C2DR3K","22","          0.000"
"IXB2U7DL5C2DR3K","23","          0.000"
"IXB2U7DL5C2DR3K","24","          0.000"
"IXB2U7FG0T429YG","1","          0.000"
"IXB2U7FG0T429YG","2","          0.000"
"IXB2U7FG0T429YG","3","          1.201"
"IXB2U7FG0T429YG","4","          0.020"
"IXB2U7FG0T429YG","5","          1.774"
"IXB2U7FG0T429YG","6","          1.828"
"IXB2U7FG0T429YG","7","          0.000"
"IXB2U7FG0T429YG","8","          0.000"
"IXB2U7FG0T429YG","9","          0.000"
"IXB2U7FG0T429YG","10","          0.000"
"IXB2U7FG0T429YG","11","          0.000"
"IXB2U7FG0T429YG","12","          0.000"
"IXB2U7FG0T429YG","13","          0.254"
"IXB2U7FG0T429YG","14","          2.213"
"IXB2U7FG0T429YG","15","          1.316"
"IXB2U7FG0T429YG","16","          4.534"
"IXB2U7FG0T429YG","17","          3.507"
"IXB2U7FG0T429YG","18","          8.352"
"IXB2U7FG0T429YG","19","          7.245"
"IXB2U7FG0T429YG","20","          0.355"
"IXB2U7FG0T429YG","21","          0.352"
"IXB2U7FG0T429YG","22","          0.494"
"IXB2U7FG0T429YG","23","          6.838"
"IXB2U7FG0T429YG","24","          1.338"
"IXB2U7HP9XREZNE","1","          0.000"
"IXB2U7HP9XREZNE","2","          0.000"
"IXB2U7HP9XREZNE","3","          0.000"
"IXB2U7HP9XREZNE","4","          0.000"
"IXB2U7HP9XREZNE","5","          0.000"
"IXB2U7HP9XREZNE","6","          0.000"
"IXB2U7HP9XREZNE","7","          0.000"
"IXB2U7HP9XREZNE","8","          0.000"
"IXB2U7HP9XREZNE","9","          0.000"
"IXB2U7HP9XREZNE","10","          0.000"
"IXB2U7HP9XREZNE","11","          0.000"
"IXB2U7HP9XREZNE","12","          0.000"
"IXB2U7HP9XREZNE","13","          0.000"
"IXB2U7HP9XREZNE","14","          0.000"
"IXB2U7HP9XREZNE","15","          0.000"
"IXB2U7HP9XREZNE","16","          0.000"
"IXB2U7HP9XREZNE","17","          0.000"
"IXB2U7HP9XREZNE","18","          0.000"
"IXB2U7HP9XREZNE","19","          0.000"
"IXB2U7HP9XREZNE","20","          0.000"
"IXB2U7HP9XREZNE","21","          0.000"
"IXB2U7HP9XREZNE","22","          0.000"
"IXB2U7HP9XREZNE","23","          0.000"
"IXB2U7HP9XREZNE","24","          0.000"
"IXB2U7N59Z6AQZ7","1","          0.000"
"IXB2U7N59Z6AQZ7","2","          0.000"
"IXB2U7N59Z6AQZ7","3","          0.000"
"IXB2U7N59Z6AQZ7","4","          0.000"
"IXB2U7N59Z6AQZ7","5","          0.000"
"IXB2U7N59Z6AQZ7","6","          0.000"
"IXB2U7N59Z6AQZ7","7","          1.153"
"IXB2U7N59Z6AQZ7","8","          8.754"
"IXB2U7N59Z6AQZ7","9","         13.141"
"IXB2U7N59Z6AQZ7","10","         14.022"
"IXB2U7N59Z6AQZ7","11","         14.618"
"IXB2U7N59Z6AQZ7","12","         14.795"
"IXB2U7N59Z6AQZ7","13","         13.264"
"IXB2U7N59Z6AQZ7","14","         13.559"
"IXB2U7N59Z6AQZ7","15","         12.762"
"IXB2U7N59Z6AQZ7","16","          2.934"
"IXB2U7N59Z6AQZ7","17","          1.000"
"IXB2U7N59Z6AQZ7","18","          0.422"
"IXB2U7N59Z6AQZ7","19","          0.402"
"IXB2U7N59Z6AQZ7","20","          0.424"
"IXB2U7N59Z6AQZ7","21","          0.000"
"IXB2U7N59Z6AQZ7","22","          0.000"
"IXB2U7N59Z6AQZ7","23","          0.000"
"IXB2U7N59Z6AQZ7","24","          0.000"
"IXB2U88Y5VK6FN4","1","         52.782"
"IXB2U88Y5VK6FN4","2","         23.058"
"IXB2U88Y5VK6FN4","3","          6.891"
"IXB2U88Y5VK6FN4","4","         16.304"
"IXB2U88Y5VK6FN4","5","         24.000"
"IXB2U88Y5VK6FN4","6","          7.573"
"IXB2U88Y5VK6FN4","7","          2.269"
"IXB2U88Y5VK6FN4","8","          3.306"
"IXB2U88Y5VK6FN4","9","          0.022"
"IXB2U88Y5VK6FN4","10","          0.002"
"IXB2U88Y5VK6FN4","11","          1.070"
"IXB2U88Y5VK6FN4","12","          3.269"
"IXB2U88Y5VK6FN4","13","          2.275"
"IXB2U88Y5VK6FN4","14","          9.053"
"IXB2U88Y5VK6FN4","15","         27.645"
"IXB2U88Y5VK6FN4","16","         18.078"
"IXB2U88Y5VK6FN4","17","         15.421"
"IXB2U88Y5VK6FN4","18","         30.317"
"IXB2U88Y5VK6FN4","19","         16.926"
"IXB2U88Y5VK6FN4","20","         15.653"
"IXB2U88Y5VK6FN4","21","         15.924"
"IXB2U88Y5VK6FN4","22","          1.623"
"IXB2U88Y5VK6FN4","23","          0.000"
"IXB2U88Y5VK6FN4","24","          4.499"
"IXB2U8F4R0706NG","1","         19.143"
"IXB2U8F4R0706NG","2","         16.227"
"IXB2U8F4R0706NG","3","         21.647"
"IXB2U8F4R0706NG","4","         10.239"
"IXB2U8F4R0706NG","5","          3.581"
"IXB2U8F4R0706NG","6","          2.250"
"IXB2U8F4R0706NG","7","         13.369"
"IXB2U8F4R0706NG","8","         24.605"
"IXB2U8F4R0706NG","9","         17.190"
"IXB2U8F4R0706NG","10","         17.769"
"IXB2U8F4R0706NG","11","         30.479"
"IXB2U8F4R0706NG","12","         42.567"
"IXB2U8F4R0706NG","13","         52.815"
"IXB2U8F4R0706NG","14","         63.344"
"IXB2U8F4R0706NG","15","         65.822"
"IXB2U8F4R0706NG","16","         63.405"
"IXB2U8F4R0706NG","17","         62.517"
"IXB2U8F4R0706NG","18","         56.958"
"IXB2U8F4R0706NG","19","         33.146"
"IXB2U8F4R0706NG","20","         32.831"
"IXB2U8F4R0706NG","21","         47.728"
"IXB2U8F4R0706NG","22","         40.836"
"IXB2U8F4R0706NG","23","         34.807"
"IXB2U8F4R0706NG","24","         38.885"
"IXB2U8OFMM9KL3D","1","        134.625"
"IXB2U8OFMM9KL3D","2","        200.388"
"IXB2U8OFMM9KL3D","3","        200.343"
"IXB2U8OFMM9KL3D","4","        116.539"
"IXB2U8OFMM9KL3D","5","        151.550"
"IXB2U8OFMM9KL3D","6","        150.524"
"IXB2U8OFMM9KL3D","7","        147.041"
"IXB2U8OFMM9KL3D","8","        136.125"
"IXB2U8OFMM9KL3D","9","        156.292"
"IXB2U8OFMM9KL3D","10","        196.195"
"IXB2U8OFMM9KL3D","11","        180.981"
"IXB2U8OFMM9KL3D","12","        209.683"
"IXB2U8OFMM9KL3D","13","        223.178"
"IXB2U8OFMM9KL3D","14","        208.236"
"IXB2U8OFMM9KL3D","15","        206.180"
"IXB2U8OFMM9KL3D","16","        209.963"
"IXB2U8OFMM9KL3D","17","        178.832"
"IXB2U8OFMM9KL3D","18","        152.933"
"IXB2U8OFMM9KL3D","19","         93.313"
"IXB2U8OFMM9KL3D","20","         91.897"
"IXB2U8OFMM9KL3D","21","         93.837"
"IXB2U8OFMM9KL3D","22","         79.455"
"IXB2U8OFMM9KL3D","23","         90.149"
"IXB2U8OFMM9KL3D","24","         83.092"
"IXB2U92FKDFA736","1","          0.000"
"IXB2U92FKDFA736","2","          0.000"
"IXB2U92FKDFA736","3","          0.000"
"IXB2U92FKDFA736","4","          0.000"
"IXB2U92FKDFA736","5","          0.000"
"IXB2U92FKDFA736","6","          0.000"
"IXB2U92FKDFA736","7","          0.758"
"IXB2U92FKDFA736","8","          9.781"
"IXB2U92FKDFA736","9","         17.551"
"IXB2U92FKDFA736","10","         19.705"
"IXB2U92FKDFA736","11","         20.490"
"IXB2U92FKDFA736","12","         20.589"
"IXB2U92FKDFA736","13","         20.344"
"IXB2U92FKDFA736","14","         19.983"
"IXB2U92FKDFA736","15","         19.484"
"IXB2U92FKDFA736","16","         19.195"
"IXB2U92FKDFA736","17","         18.942"
"IXB2U92FKDFA736","18","         14.593"
"IXB2U92FKDFA736","19","          8.304"
"IXB2U92FKDFA736","20","          1.421"
"IXB2U92FKDFA736","21","          0.000"
"IXB2U92FKDFA736","22","          0.000"
"IXB2U92FKDFA736","23","          0.000"
"IXB2U92FKDFA736","24","          0.000"
"IXB2U93I6XZHGFW","1","          0.000"
"IXB2U93I6XZHGFW","2","          0.000"
"IXB2U93I6XZHGFW","3","          0.000"
"IXB2U93I6XZHGFW","4","          0.000"
"IXB2U93I6XZHGFW","5","          0.000"
"IXB2U93I6XZHGFW","6","          0.000"
"IXB2U93I6XZHGFW","7","          0.000"
"IXB2U93I6XZHGFW","8","          0.000"
"IXB2U93I6XZHGFW","9","          0.000"
"IXB2U93I6XZHGFW","10","          0.000"
"IXB2U93I6XZHGFW","11","          0.000"
"IXB2U93I6XZHGFW","12","          0.000"
"IXB2U93I6XZHGFW","13","          0.000"
"IXB2U93I6XZHGFW","14","          0.000"
"IXB2U93I6XZHGFW","15","          0.000"
"IXB2U93I6XZHGFW","16","          0.000"
"IXB2U93I6XZHGFW","17","          0.000"
"IXB2U93I6XZHGFW","18","          0.000"
"IXB2U93I6XZHGFW","19","          0.000"
"IXB2U93I6XZHGFW","20","          0.000"
"IXB2U93I6XZHGFW","21","          0.000"
"IXB2U93I6XZHGFW","22","          0.000"
"IXB2U93I6XZHGFW","23","          0.000"
"IXB2U93I6XZHGFW","24","          0.000"
"IXB2U98316COSV2","1","          0.000"
"IXB2U98316COSV2","2","          0.000"
"IXB2U98316COSV2","3","          0.000"
"IXB2U98316COSV2","4","          0.000"
"IXB2U98316COSV2","5","          0.000"
"IXB2U98316COSV2","6","          0.000"
"IXB2U98316COSV2","7","          0.000"
"IXB2U98316COSV2","8","          0.000"
"IXB2U98316COSV2","9","          0.000"
"IXB2U98316COSV2","10","          0.000"
"IXB2U98316COSV2","11","          0.000"
"IXB2U98316COSV2","12","          0.000"
"IXB2U98316COSV2","13","          0.000"
"IXB2U98316COSV2","14","          0.000"
